pronunciation	standard
베를 짜다가 줄이 터져삐만 끊어진 데를 마카 이사가 다시 짜야 하니데이	베를 짜다가 줄이 터지면 끊어진 데를 전부 이어서 다시 짜야 합니다
동네에서 무신 사고라도 생기만 마을 사람들이 굿재이를 불러다 굿하고 그래씸더	동네에서 무슨 사고라도 생기면 마을 사람들이 무당을  불러다 굿하고 그랬어요
감기약 무꼬 자불러울 때는 사고 날 수 이으니꺼네 개운기 몰지 마시소	감기약 먹고  졸릴  때는 사고 날 수 있으니까  경운기 몰지 마세요
남자들은 아 농악도 하고 씨름도 하고 여자들은 강강술래 에 하면서 노랃찌로	남자들은 아 농악도 하고 씨름도 하고 여자들은 강강술래 에 하면서 놀았지
덴장꾹 끼리고 호박밥 해가 양념장으로 비벼 무마 달싸칸게 마신니더	된장국 끓이고 호박밥 해서 양념장으로 비벼 먹으면 달콤한게 맛있습니다
올해는 날씨가 좋아서 농새도 잘 데꼬 받띠기로 어 팔고 하이꺼네 기분 존니더	올해는 날씨가 좋아서 농사도 잘 됐고 밭떼기로 어 팔고 하니까 기분 좋습니다
요새는 시간이 조금만 지나도 다 이지빼고 물건도 자주 일가뿌래서 큰일입니데이	요새는 시간이 조금만 지나도 다 잊어버리고 물건도 자주 잃어버려서 큰일입니다
마을 모숨구는 날에는 사람들이 같이 이게저게 다니민서 품아이를 함니더	마을 모심는 날에는 사람들이 같이 여기저기 다니면서 품앗이를 합니다
상낭하만 쥐인도 하고 일꾼들이 음식도 농갈라 묵꼬 술도 마시고 그랜니더	상량하면 주인도  하고 일꾼들이 음식도 나눠 먹고 술도 마시고 그랬습니다
우리 어무니는 솜씨가 조아가 옷도 잘 맹글고 음석또 마깔나고로 해씀니더	우리 어머니는 솜씨가 좋아서 옷도 잘 만들고 음식도 맛깔나게 했습니다
윤디를 화루에 올려놓고 뜨겁꾸로 달궈서 윤디지를 하지로	인두를 화로에 올려놓고 뜨겁게 달궈서 인두질을 하지요
지금 얼릉 밥쌍부텀 차릴 테니꺼네 배가 고프더라도 조금만 차므이소	지금 얼른 밥상부터 차릴 테니까 배가 고프더라도 조금만 참으세요
소는 트레기 트레기 까맣고 있고 빨간 것도 있는디 그캐도 누런 기 제일 많지로 	소는 털이 털이 까맣고 있고 빨간 것도 있는데 그래도 누런 게 제일 많지
시아바니미 께서 어 느께가정 안 드러오만 홀 어 홀빈해가 불 커져 놓고 밤새 기다리고 그랜니더	시아버님이 께서 어 늦게까지 안 들어오면 홀 어 허전해서 불 켜서 놓고 밤새 기다리고 그랬습니다
날이 칩꼬 손도 시럽찌만 그캐도 우리 일 이리꺼네 벨로 피곤한 줄도 모르걷따	날이 춥고 손도 시리지만 그래도 우리 일 일이니까 별로 피곤한 줄도 모르겠다
올해는 날씨도 좋았고 비도 적당하구로 와서 반농새가 정말 잘 된 편이다	올해는 날씨도 좋았고 비도 적당하게 와서 밭농사가 정말 잘 된 편이다
자슥뜰 서울에서 직장 댕기는디 바빠가 연락을 연락은 잘 못해도 잘 있지 안컨는거	자식들 서울에서 직장 다니는데 바빠서 연락을 연락은 잘 못해도 잘 있지 않겠습니까
얼라가 놀이공원에 가자고 그랬대 짭치는디 바빠도 한 번은 가보시더	어린아이가 놀이공원에 가자고 그러는데 조르는데 바빠도 한 번은 가봅시다
여유가 있는 사람들은 개아집 지을 때 보통 몇 칸짜리 집을 지언슴니껴	여유가 있는 사람들은 기와지  지을 때 보통 몇 칸짜리 집을 지었습니까
일이 힘들어도 돈버리가 손주들 용돈이라도 줄 수 이쓰니 조치로	일이 힘들어도 돈벌어서  손주들 용돈이라도 줄 수 있으니  좋습니다
이 구죽 신은지 오년이 지나니꺼네 굽이 다 따라가 인자는 내삐리야 걷따	이 구두 신은지 오년이 지나니까 굽이 다 닳아서 이제는 버려야 겠다
날이 더우만 소금을 쪼게 여코 쪼깨 여코 추우만 많이 여코 그래야 맛이 제대로 나니더	날이 더우만 소금을 조금 넣고 조금 넣고 추우면 많이 넣고 그래야 맛이 제대로 납니다
나물 무칠 때는 간을 강가무리하로 하구로 맞춰야지 안 그라모 어 쓴 맛이 나서 안 데	나물 무칠 때는 간을 간간하게 하게 맞춰야지 안 그라면 어 쓴 맛이 나서 안 돼
담장은 납따칸 돌삐를 가지고 쭉 이에 팅굴기도 하는데 다 그렇지는 안니더	담장은 납작한 돌멩이를 가지고 쭉 이어 만들기도 하는데 다 그렇지는 않아요
여개는 전에 살던 데보다 시설도 좋고 아들 학교도 정말 가차바가 조아예	여기는 전에 살던 데보다 시설도 좋고 아이들 학교도 정말 가까워서 좋아요
휴가 때만 되먼 사람들이 여개 놀러 와가 시래기를 내삐리기니 언선시럽다	휴가 때만 되면  사람들이 여기  놀러 와서  쓰레기를  버려서  지긋지긋하다
오늘 비 올 거트니꺼네 우산 챙기가고 잊어버리지 말고 단디 챙겨가 온나	오늘 비 올 같으니까 우산 챙겨가고 잊어버리지 말고 잘 챙겨가 온나
여기는 촌 구석이라 병원에 갈라고 하면 차를 타고 한참을 나가야 되니더	여기는 촌 구석이라 병원에 가려고 하면 차를 타고 한참을 나가야 됩니다
가족끼리 해돋이 보민서 새해 다짐도 하고 소원도 빌고 올라꼬 해요	가족끼리 해돋이 보면서 새해 다짐도 하고 소원도 빌고 오려고 해요
삼신할매한테 자즉뜰 공부 잘하고 가족들 건강하고로 해달라고 비럳찌로	삼신할머니한테 자식들 공부 잘하고 가족들 건강하게 해달라고 빌었지요
알라가 어제부텀 열이 안 떠러지는디 이라다 킬 나는 게 애이지 모리건다	애가 어제부터 열이 안 떨어지는데 이러다 큰일 나는 게 아닌지 모르겠다
코피가 이러쿠럼 계속 나만 병어네 가 봐야 하는 거 아인교	코피가 이렇게  계속 나면  병원에 가 봐야 하는 거 아닌가요
아 요새는 에물도 많이 하지만 옛날에 우리 결혼할 때는 생각도 모텐니더	아 요새는 예물도 많이 하지만 옛날에 우리 결혼할 때는 생각도 못했어요
게울에는 주우적삼 안에 어 소갱뭉치를 여코 꼬매가 이벋니더	게울에는 바지 저고리 안에 어 솜뭉치 넣고 꿰매서 입었어요
지금은 안기도 안키도 짙고 안개도 짙고 아 파도가 노파가 배가 만케 못 댕긴다꼬 하대예	지금은 안개도 안개도 짙고 안개도 짙고 아 파도가 높아서 배가 전혀 못 다닌다고 하더라고요
이부시 좀 시꺼러워도 사이가 볼펜해질까 봐 고마 참고 사란니더	이웃이 좀 시끄러워도  사이가 불편해질까  봐 그냥  참고 살았습니다
어 지난주에 상초도 숭가 노아쓰니꺼네 사월 초쯤 데마 무글 수 있을 낌니더	어 지난주에 상추도 심어 놓았으니까 사월 초쯤 되면 먹을 수 있을 겁니다
여기는 시골이라 교통이 좀 불편한디 공기도 깨끔하고 경치가 참 좋아 조아예	여기는 시골이라 교통이 좀 불편한데 공기도 깨끗하고 경치가 참 좋아 좋아요
시라기를 새끼에 영따서 말려 놨다가 나중에 국 끼릴 때 엳까 무그면 마딛쓰예	시래기를 새끼에 엮어서 말려 놨다가 나중에 국 끓일 때 넣어서 먹으면 맛있어요
돼지 잡을 때는 어른이 여러 붙어야지 안 그라모 힘들어 못 잠니더	돼지 잡을 때는 어른이 여럿 붙어야지 안 그러면 힘들어 못 잡습니다
방에 가래떡 하고 술을 차려 노앋쓰니꺼네 편하게 드시면서 말씀 나누시소	방에 가래떡 하고 술을 차려 놓았으니까 편하게 드시면서 말씀 나누세요
빨리 무그만 과식하게 되니꺼네 배고파도 찬차히 드시는 게 조씀니더	빨리 먹으면 과식하게 되니까 배고파도 천천히 드시는 게 좋습니다
비가 많이 오만 축대부텀 살피고 위험하다 시프만 퍼떡 집에서 나와야 하 함미더	비가 많이 오면  축대부터 살피고 위험하다 싶으면 얼른 집에서 나와야 하 합니다
운동을 안 하만 좋은 약을 많이 무거도 아무 소양이 업씀니대이	운동을 안 하면 좋은 약을 많이 먹어도 아무 소용이 없습니다
어릴 때 학교는 못 가고 풀 베러 가고 소 풀 먹으러 다니고 그랬니더	어릴 때 학교는 못 가고 풀 베러 가고 소 풀 먹으러 다니고 그랬습니다
여름철에는 모든 음식을 잘 이카 먹고 물도 꼭 끼린 것만 드셔야 데예	여름철에는 모든 음식을 잘 익혀 먹고 물도 꼭 끓인 것만 드셔야 돼요
모기향을 피우만 화재의 위험이 이쓰니께 이쓰니꺼네 모구장을 쳐놓고 주무시는 게 조아예	모기향을 피우면 화재의 위험이 있으니까 있다니까 모기장을 쳐놓고 주무시는 게 좋아요
엘리베이터에 가두키만 우럭으로 나올라꼬 하지 말고 비상벨을 누질러서 도움을 청하이소 	엘리베이터에 갇히면 억지로 나오려고 하지 말고 비상벨을 눌러서 도움을 청하세요
스님이 에 시주하러 오만 마이는 못 드려도 쌀을 쪼매쓱 담아 드리고 그랜니더	스님이 에 시주하러 오면 많이는 못 드려도 쌀을 조금씩 담아 드리고 그랬습니다
일을 잘할 수 있지만 아 지가 맡아서 하든지 아이먼 당신이 노가리는 하지 마라야지로	일을 잘할 수 있지만 아 자기가 맡아서 하든지 아니면 당신이 잔소리는 하지 말아야지
비틀로 옷을 만드라가 입으셨다고 캔는디 옷 맹그는 과정을 알레 주실람미꺼	베틀로 옷을 만들어서 입으셨다고 했는데 옷 만드는 과정을 알려 주시겠습니까
우리 메누리는 농새 일을 잘 못해도 청소 하나는 정가시럽꾸로 잘 함니더	우리 며느리는 농사 일을 잘 못해도 청소 하나는 정갈하게 잘 합니다
점심 때 돌잔치 가가 어띠나 많이 무건는지 배불리서 저녁을 못 먹껜니쓰요	점심 때 돌잔치 가서 어찌나 많이 먹었는지 배불러서 저녁을 못 먹겠어요
츠메는 형한테 화가 많이 나썬는디 이야기를 듣는 보이꺼네 이해가 데드라구예	처음에는 형한테 화가 많이 났었는데 이야기를 듣는 보니까 이해가 되더라고요
삼배는 하루 저녁만 많이 짜는디 명주는 좀 좀 해가 만 짜도 암만 짜도 많이 못 짜예	삼베는 하루 저녁만 많이 짜는데 명주는 좀 좀 해서 만 짜도 아무리 짜도 많이 못 짜요
가스렌지에 불켜놓은 걸 이자 비디서 음식을 마카 태울 뻔 핸니더	가스레인지에  불켜놓은 걸 이자 비디서 음식을 모두  태울 뻔 했습니다
오랫동안 한 동네에서 살았던 니 할마인데 돌아가시니까 내 매미 아프네이	오랫동안 한 동네에서 살았던 니 할머니인데 돌아가시니까 내 맘이 아프네
혈압약을 시간을 마춰가 챙겨 드셔야지 안 그라모 효과가 업씀니데이	혈압약을 시간을 맞춰서 챙겨 드셔야지 안 그러면 효과가 없습니다
집에 돌아와 보니꺼네 문이 열려 있고 빼다지에 여버 둔 돈이 전부 업써지니더	집에 돌아와 보니까 문이 열려 있고 서랍에 넣어 둔 돈이 전부 없어졌습니다
아들 오늘 중요한 시험 보이꺼네 이 생엿하고 찹쌀떡 묵고 힘내서 어 시험 잘 봐래이	아들 오늘 중요한 시험 보니까 이 생엿하고 찹쌀떡 먹고 힘내서 어 시험 잘 봐라
엔날부텀 조상 꿈이나 돼지꿈 꿈만 어 꾸믄 집에 돈 들어온다고 어 조아핻찌로	옛날부터 조상 꿈이나 돼지꿈 꿈만 어 꾸면 집에 돈 들어온다고 어 좋아했지
겨을에 먹을 채소나 가을 같은 것은 오데 보관을 핻씀니꺼	겨을에 먹을 채소나 과일 같은 것은 어디에 보관을 했습니까
친정 동네하고 이 동네하고 차리 지낼 때 생채리는 건 뭐가 다름니껴	친정 동네하고 이 동네하고 차례 지낼 때 상차리는 건 뭐가 다릅니까
촌구석이라 젊은 사람은 함부레 없고 전부 노인들만 읻쓰이꺼네 농새 짓기도 힘들어	촌구석이라 젊은 사람은 아예 없고 전부 노인들만 있으니까 농사 짓기도 힘들어
소도 사람맨치로 잘 미기야 근육도 붙고 심도 생겨서 일을 잘 하지로	소도 사람처럼 잘 먹어야 근육도 붙고 힘도 생겨서 일을 잘 하지요
옷가시믈 자를 때는 미리 선을 그어 놓아야 똑바로 잘 자를 수 이써예	옷감을 자를 때는 미리 선을 그어 놓아야 똑바로 잘 자를 수 있어요
올해는 배치 농새를 망가가 짐장을 할라믄 배치를 쫌 사와가 담가야 대걷네	올해는 배추 농사를 망해서 김장을 하려면 배추를 좀 사와서 담가야 되겠네
우리 마누리는 자슥뜰 잘 챙기고 차캐가 내가 얼매나 자랑을 하고 댕긴다고	우리 며느리는 자식들 잘 챙기고 착해서 내가 얼마나 자랑을 하고 다닌다고
배치 한 포기 키우는 것도 이러쿠룸 힘든디 어무이는 우예 평생 농새를 짓고 사라쓸라	배추  한 포기 키우는 것도 이렇게  힘든데  어머니는  어떻게  평생 농사를  짓고 살았을까
비가 올 줄도 모리고 세차를 하루종일 열심히 캔는데 완저이 헛수고 해따이	비가 올 줄도 모르고 세차를 하루종일 열심히 했는데 완전 헛수고 했다
오새는 시워리 좋다만 우리 클 때는 하고 싶은 것도 모나고 골무리 많았어	요새는 세월이 좋다만 우리 클 때는 하고 싶은 것도 못하고 고생이 많았어
전화를 하고 시펀는디 얘기하는 중간에 전화하러 나오기가 어려워가 집에 전화 몬핸니더	전화를 하고 싶었는데 얘기하는 중간에 전화하러 나오기가 어려워서 집에 전화 못했습니다
어무이 지금 차 타고 자아 나갈라꼬 하는디 혹시 읍내로 나가시만 태워 드릴께예	어머니 지금 차 타고 장에 나가려고 하는데 혹시 읍내로 나가시면 태워 드릴게요
